================================================================================
bmt.arff

Params:
min_rule_covered=5.0
induction_measure=LogRankStatistics
pruning_measure=LogRankStatistics
voting_measure=LogRankStatistics

Knowledge:
extendUsingPreferred=false
extendUsingAutomatic=false
induceUsingPreferred=false
induceUsingAutomatic=false
considerOtherClasses=false
preferredConditionsPerRule=2147483647
preferredAttributesPerRule=2147483647

Expert rules:
	Class 0
		IF [[extcGvHD = {1}]] AND [[CD34kgx10d6 = (-inf, 10.0)]] THEN survival_status = {NaN}
		IF [[extcGvHD = {0}]] AND [[CD34kgx10d6 = <10.0, inf)]] THEN survival_status = {NaN}
		IF [[extcGvHD = {0}]] AND [[CD34kgx10d6 = (-inf, 10.0)]] THEN survival_status = {NaN}
		IF [[extcGvHD = {1}]] AND [[CD34kgx10d6 = <10.0, inf)]] THEN survival_status = {NaN}
Preferred conditions:
	Class 0
Preferred attributes:
	Class 0
Forbidden conditions:
	Class 0
Forbidden attributes:
	Class 0

Rules:
r1: IF [[extcGvHD = {1}]] AND [[CD34kgx10d6 = (-inf, 10.0)]] THEN survival_status = {NaN} (p=64.0, n=0.0, P=187.0, N=0.0, weight=0.9897630029518049, pval=0.01023699704819514)
r2: IF [[extcGvHD = {0}]] AND [[CD34kgx10d6 = <10.0, inf)]] THEN survival_status = {NaN} (p=13.0, n=0.0, P=187.0, N=0.0, weight=0.11037131756413288, pval=0.8896286824358671)
r3: IF [[extcGvHD = {0}]] AND [[CD34kgx10d6 = (-inf, 10.0)]] THEN survival_status = {NaN} (p=15.0, n=0.0, P=187.0, N=0.0, weight=0.7842787586571913, pval=0.21572124134280868)
r4: IF [[extcGvHD = {1}]] AND [[CD34kgx10d6 = <10.0, inf)]] THEN survival_status = {NaN} (p=64.0, n=0.0, P=187.0, N=0.0, weight=0.9999906701986394, pval=9.329801360591361E-6)

Coverage of training examples by rules (1-based):
1*;1*;1*;-;4*;1*;-;-;4*;1*;2*;2*;4*;1*;1*;1*;-;4*;4*;1*;1*;3*;4*;4*;3*;4*;1*;-;4*;1*;1*;1*;-;4*;1*;3*;4*;4*;4*;1*;1*;-;4*;-;4*;4*;1*;4*;3*;1*;1*;4*;4*;4*;4*;4*;4*;1*;-;4*;4*;1*;1*;-;3*;-;4*;4*;2*;1*;1*;4*;1*;-;4*;3*;1*;4*;1*;4*;4*;-;-;1*;-;4*;1*;1*;4*;1*;4*;3*;2*;2*;4*;1*;1*;-;3*;4*;2*;4*;-;2*;3*;1*;1*;3*;1*;-;1*;4*;4*;2*;-;4*;4*;1*;3*;4*;1*;-;1*;1*;1*;2*;2*;4*;1*;3*;4*;-;2*;4*;4*;1*;1*;-;-;-;-;4*;1*;4*;4*;4*;3*;1*;1*;-;-;1*;3*;-;1*;1*;1*;1*;4*;1*;3*;4*;4*;1*;4*;1*;4*;4*;1*;2*;4*;4*;-;1*;4*;1*;4*;4*;4*;1*;-;-;4*;1*;1*;2*;1*

Estimator:
time,entire-set,r1,r2,r3,r4
6.0,0.9946524064171123,1.0,1.0,1.0,1.0
10.0,0.9893048128342246,1.0,1.0,1.0,1.0
11.0,0.983957219251337,1.0,1.0,1.0,1.0
15.0,0.9786096256684492,1.0,1.0,1.0,1.0
19.0,0.9732620320855615,1.0,1.0,1.0,1.0
26.0,0.9679144385026738,1.0,1.0,1.0,1.0
28.0,0.9572192513368984,1.0,1.0,1.0,1.0
31.0,0.9518716577540107,1.0,1.0,1.0,1.0
35.0,0.946524064171123,1.0,1.0,1.0,1.0
41.0,0.93048128342246,1.0,1.0,1.0,1.0
42.0,0.9251336898395722,1.0,1.0,1.0,1.0
45.0,0.9197860962566845,1.0,1.0,1.0,1.0
48.0,0.9090909090909091,1.0,1.0,1.0,1.0
53.0,0.9037433155080213,1.0,1.0,1.0,1.0
55.0,0.8983957219251336,1.0,1.0,1.0,1.0
56.0,0.8930481283422459,1.0,1.0,1.0,1.0
57.0,0.8877005347593582,1.0,1.0,1.0,1.0
58.0,0.8823529411764705,1.0,1.0,1.0,1.0
59.0,0.8770053475935827,1.0,1.0,1.0,1.0
60.0,0.8609625668449196,1.0,1.0,1.0,1.0
64.0,0.8556149732620318,1.0,1.0,1.0,1.0
66.0,0.8502673796791441,1.0,1.0,1.0,1.0
67.0,0.8449197860962564,1.0,1.0,1.0,1.0
68.0,0.8395721925133687,0.984375,1.0,1.0,1.0
90.0,0.834224598930481,0.984375,1.0,1.0,1.0
96.0,0.8288770053475932,0.984375,1.0,1.0,1.0
102.0,0.8235294117647055,0.96875,1.0,1.0,1.0
108.0,0.8181818181818179,0.953125,1.0,1.0,1.0
111.0,0.8128342245989302,0.953125,1.0,1.0,0.984375
113.0,0.8074866310160425,0.953125,1.0,1.0,0.96875
115.0,0.8021390374331547,0.9375,1.0,1.0,0.96875
117.0,0.796791443850267,0.921875,1.0,1.0,0.96875
130.0,0.7914438502673793,0.921875,1.0,1.0,0.953125
136.0,0.7860962566844916,0.921875,1.0,0.9333333333333333,0.953125
137.0,0.7807486631016038,0.90625,1.0,0.9333333333333333,0.953125
147.0,0.7754010695187161,0.90625,1.0,0.9333333333333333,0.9375
149.0,0.7647058823529407,0.90625,1.0,0.9333333333333333,0.90625
150.0,0.759358288770053,0.90625,1.0,0.9333333333333333,0.890625
161.0,0.7540106951871652,0.90625,0.9230769230769231,0.9333333333333333,0.890625
163.0,0.7486631016042775,0.890625,0.9230769230769231,0.9333333333333333,0.890625
174.0,0.7433155080213898,0.875,0.9230769230769231,0.9333333333333333,0.890625
181.0,0.7379679144385022,0.859375,0.9230769230769231,0.9333333333333333,0.890625
182.0,0.7326203208556145,0.84375,0.9230769230769231,0.9333333333333333,0.890625
191.0,0.7272727272727267,0.84375,0.9230769230769231,0.8666666666666667,0.890625
196.0,0.721925133689839,0.84375,0.9230769230769231,0.8,0.890625
200.0,0.7165775401069513,0.84375,0.9230769230769231,0.8,0.875
