Parameters: min_rule_covered=8.0; induction_measure=BinaryEntropy; pruning_measure=BinaryEntropy; voting_measure=C2; 
Dataset, time started, elapsed[s], time_total_s,time_growing_s,time_pruning_s,#rules,#conditions_per_rule,#induced_conditions_per_rule,avg_rule_coverage,avg_rule_precision,avg_rule_quality,avg_pvalue,avg_FDR_pvalue,avg_FWER_pvalue,fraction_0.05_significant,fraction_0.05_FDR_significant,fraction_0.05_FWER_significant,accuracy,classification_error,kappa,balanced_accuracy,#rules_per_example,#voting_conflicts,#negative_voting_conflicts,cross-entropy,margin,soft_margin_loss,logistic_loss,precision,sensitivity,specificity,negative_predictive_value,fallout,youden,geometric_mean,psep,lift,f_measure,false_positive,false_negative,true_positive,true_negative,
seismic-bumps-test-0.arff,2020.05.12_14.35.10,0.036498,0.8651832, 1.1396521000000002, 0.1935464, 17.0, 4.0588235294117645, 51.294117647058826, 0.4708664205148954, 0.7210963524213085, 0.26630256334899177, 0.11764705882344142, 0.12132352941167257, 0.17647058823513964, 0.8823529411764706, 0.8823529411764706, 0.8823529411764706, 0.8565891472868217, 0.14341085271317833, 0.18452075858534064, 0.6695447409733124, 8.127906976744185, 258.0, 37.0, Infinity, 0.0, 1.0, 0.6931471805599466, 0.16666666666666666, 0.46153846153846156, 0.8775510204081632, 0.9684684684684685, 0.12244897959183673, 0.3390894819466248, 0.6364146037613301, 0.13513513513513514, 3.307692307692308, 0.24489795918367346, 30.0, 7.0, 6.0, 215.0, 
seismic-bumps-test-1.arff,2020.05.12_14.35.10,0.0324253,1.8058698, 2.5701871, 0.19061720000000001, 19.0, 5.526315789473684, 44.1578947368421, 0.34847764572722134, 0.6660735696967153, 0.2868885220297013, 0.10536216428837308, 0.10829834910258651, 0.15819977851920133, 0.8947368421052632, 0.8947368421052632, 0.8947368421052632, 0.8532818532818532, 0.14671814671814676, 0.3270887460686446, 0.7044444444444444, 6.8108108108108105, 256.0, 38.0, Infinity, 0.0, 1.0, 0.6931471805599466, 0.3333333333333333, 0.52, 0.8888888888888888, 0.9454545454545454, 0.1111111111111111, 0.4088888888888889, 0.679869268479038, 0.2787878787878788, 3.453333333333333, 0.40625, 26.0, 12.0, 13.0, 208.0, 
seismic-bumps-test-2.arff,2020.05.12_14.35.10,0.0229136,1.0026022, 1.4927579999999998, 0.1170232, 11.0, 5.7272727272727275, 50.54545454545455, 0.3807941843195497, 0.6103742451805009, 0.1158138821470987, 0.27272727272720027, 0.3020202020201199, 0.5454545454543838, 0.7272727272727273, 0.7272727272727273, 0.7272727272727273, 0.7170542635658915, 0.2829457364341085, 0.09669064748201438, 0.6166666666666667, 4.178294573643411, 244.0, 71.0, Infinity, 0.0, 1.0, 0.6931471805599466, 0.1232876712328767, 0.5, 0.7333333333333333, 0.9513513513513514, 0.26666666666666666, 0.23333333333333334, 0.6055300708194983, 0.07463902258422807, 1.7671232876712328, 0.1978021978021978, 64.0, 9.0, 9.0, 176.0, 
seismic-bumps-test-3.arff,2020.05.12_14.35.10,0.0254971,0.9179422, 1.1461685, 0.1665893, 19.0, 6.578947368421052, 46.78947368421053, 0.33066213921901527, 0.6374672679270036, 0.08535629559951975, 0.21052740867850298, 0.2295120482408557, 0.5263212539196347, 0.7894736842105263, 0.7894736842105263, 0.7894736842105263, 0.833976833976834, 0.16602316602316602, 0.1906838165830968, 0.643859649122807, 6.235521235521236, 247.0, 39.0, Infinity, 0.0, 1.0, 0.6931471805599466, 0.2, 0.42105263157894735, 0.8666666666666667, 0.9497716894977168, 0.13333333333333333, 0.28771929824561404, 0.6040796973096798, 0.14977168949771688, 2.7263157894736842, 0.2711864406779661, 32.0, 11.0, 8.0, 208.0, 
seismic-bumps-test-4.arff,2020.05.12_14.35.10,0.0274425,1.3349429, 1.5876667000000002, 0.2141766, 24.0, 5.791666666666667, 46.75, 0.3007129550014331, 0.6012515826139183, 0.18686833252821347, 0.1329421170415015, 0.1398178990021051, 0.2842384349857989, 0.7916666666666666, 0.7916666666666666, 0.7916666666666666, 0.8410852713178295, 0.1589147286821705, 0.18266110338433034, 0.6526342975206612, 7.368217054263566, 202.0, 36.0, Infinity, 0.0, 1.0, 0.6931471805599466, 0.1794871794871795, 0.4375, 0.8677685950413223, 0.958904109589041, 0.1322314049586777, 0.3052685950413223, 0.616156441442089, 0.13839128907622059, 2.8942307692307696, 0.2545454545454545, 32.0, 9.0, 7.0, 210.0, 
seismic-bumps-test-5.arff,2020.05.12_14.35.10,0.0250588,0.9987236, 1.1001387999999999, 0.145152, 16.0, 6.4375, 50.6875, 0.3431319862424763, 0.5930778796161746, 0.23823511416167684, 0.12499999999995762, 0.12916666666662244, 0.1874999999999299, 0.875, 0.875, 0.875, 0.7868217054263565, 0.21317829457364346, 0.14301244111607664, 0.6528925619834711, 5.5310077519379846, 248.0, 54.0, Infinity, 0.0, 1.0, 0.6931471805599466, 0.14545454545454545, 0.5, 0.8057851239669421, 0.9605911330049262, 0.19421487603305784, 0.30578512396694213, 0.6347381838076791, 0.10604567845947156, 2.3454545454545457, 0.22535211267605634, 47.0, 8.0, 8.0, 195.0, 
seismic-bumps-test-6.arff,2020.05.12_14.35.10,0.0269158,1.7294914, 2.1053153, 0.28847609999999996, 27.0, 5.37037037037037, 54.96296296296296, 0.3850418160095579, 0.6354250065337405, 0.22692271759942825, 0.07828275337132161, 0.08013230260720096, 0.12561090459471297, 0.8888888888888888, 0.8888888888888888, 0.8518518518518519, 0.8571428571428571, 0.1428571428571429, 0.24797928274346664, 0.7665317139001349, 10.637065637065637, 199.0, 36.0, Infinity, 0.0, 1.0, 0.6931471805599466, 0.1951219512195122, 0.6666666666666666, 0.8663967611336032, 0.981651376146789, 0.13360323886639677, 0.5330634278002699, 0.7599985794432351, 0.1767733273663012, 4.211382113821139, 0.3018867924528302, 33.0, 4.0, 8.0, 214.0, 
seismic-bumps-test-7.arff,2020.05.12_14.35.11,0.0260843,1.0487173, 1.5427686, 0.2272874, 26.0, 5.538461538461538, 44.76923076923077, 0.4470368410609166, 0.7294624962096189, 0.2773264088569668, 0.11540321039936126, 0.12014926085801983, 0.23084429739942897, 0.8846153846153846, 0.8846153846153846, 0.8846153846153846, 0.8565891472868217, 0.14341085271317833, 0.28472950696838, 0.7318769831584087, 11.608527131782946, 244.0, 34.0, Infinity, 0.0, 1.0, 0.6931471805599466, 0.25, 0.5882352941176471, 0.8755186721991701, 0.9678899082568807, 0.12448132780082988, 0.4637539663168172, 0.7176426573487468, 0.21788990825688073, 3.794117647058824, 0.3508771929824561, 30.0, 7.0, 10.0, 211.0, 
seismic-bumps-test-8.arff,2020.05.12_14.35.11,0.0265218,0.7634476, 0.913585, 0.1378961, 15.0, 4.466666666666667, 46.6, 0.36914695340501796, 0.6212971288414101, 0.015263673783670974, 0.2666666666666131, 0.29835164835158134, 0.666666666666446, 0.7333333333333333, 0.7333333333333333, 0.7333333333333333, 0.7915057915057915, 0.20849420849420852, 0.1950040290088637, 0.669467787114846, 5.613899613899614, 250.0, 53.0, Infinity, 0.0, 1.0, 0.6931471805599466, 0.2, 0.5238095238095238, 0.8151260504201681, 0.9509803921568627, 0.18487394957983194, 0.3389355742296919, 0.6534300179172412, 0.15098039215686274, 2.466666666666667, 0.2894736842105263, 44.0, 10.0, 11.0, 194.0, 
seismic-bumps-test-9.arff,2020.05.12_14.35.11,0.0252319,1.4765184, 1.7384039, 0.24468179999999998, 22.0, 4.7727272727272725, 55.77272727272727, 0.4011764246072071, 0.6386450475321691, 0.25056936866048374, 0.14128984444639628, 0.1489026688689724, 0.29433195693769215, 0.8181818181818182, 0.8181818181818182, 0.7727272727272727, 0.813953488372093, 0.18604651162790697, 0.18451205057289588, 0.7199372056514914, 8.616279069767442, 250.0, 46.0, Infinity, 0.0, 1.0, 0.6931471805599466, 0.1568627450980392, 0.6153846153846154, 0.8244897959183674, 0.9758454106280193, 0.17551020408163265, 0.4398744113029827, 0.7123049458973064, 0.13270815572605854, 3.113122171945702, 0.25, 43.0, 5.0, 8.0, 202.0, 
