Parameters: min_rule_covered=8.0; induction_measure=BinaryEntropy; pruning_measure=BinaryEntropy; voting_measure=C2; 
Dataset, time started, elapsed[s], time_total_s,time_growing_s,time_pruning_s,#rules,#conditions_per_rule,#induced_conditions_per_rule,avg_rule_coverage,avg_rule_precision,avg_rule_quality,avg_pvalue,avg_FDR_pvalue,avg_FWER_pvalue,fraction_0.05_significant,fraction_0.05_FDR_significant,fraction_0.05_FWER_significant,accuracy,classification_error,kappa,balanced_accuracy,#rules_per_example,#voting_conflicts,#negative_voting_conflicts,cross-entropy,margin,soft_margin_loss,logistic_loss,precision,sensitivity,specificity,negative_predictive_value,fallout,youden,geometric_mean,psep,lift,f_measure,false_positive,false_negative,true_positive,true_negative,
seismic-bumps-test-0.arff,2020.05.12_14.36.07,0.0309173,3.4836134, 3.0140278000000005, 0.4624365, 62.0, 4.903225806451613, 35.903225806451616, 0.5788353257703936, 0.8403157156450137, 0.2882865319727744, 0.1186612344709359, 0.1252782128551942, 0.49800961429557505, 0.8709677419354839, 0.8709677419354839, 0.8709677419354839, 0.8837209302325582, 0.11627906976744184, 0.15446799213458628, 0.610989010989011, 36.674418604651166, 226.0, 29.0, Infinity, 0.0, 1.0, 0.6931471805599466, 0.16, 0.3076923076923077, 0.9142857142857143, 0.9613733905579399, 0.08571428571428572, 0.22197802197802197, 0.5303948353054367, 0.12137339055793991, 3.1753846153846155, 0.21052631578947367, 21.0, 9.0, 4.0, 224.0, 
seismic-bumps-test-1.arff,2020.05.12_14.36.07,0.0320453,2.6417493, 2.2320401, 0.4022566000000002, 72.0, 4.638888888888889, 27.208333333333332, 0.5530286738351257, 0.897553437230016, 0.32995594905411474, 0.13948271211248517, 0.14917353560194663, 0.7741081442197111, 0.8472222222222222, 0.8472222222222222, 0.8472222222222222, 0.8803088803088803, 0.11969111969111967, 0.2749029170053281, 0.6300854700854701, 41.44401544401544, 150.0, 27.0, Infinity, 0.0, 1.0, 0.6931471805599466, 0.36363636363636365, 0.32, 0.9401709401709402, 0.9282700421940928, 0.05982905982905983, 0.26017094017094017, 0.5485022341382949, 0.29190640583045646, 3.7672727272727276, 0.3404255319148936, 14.0, 17.0, 8.0, 220.0, 
seismic-bumps-test-2.arff,2020.05.12_14.36.07,0.0299655,3.0579339, 2.617313900000001, 0.4339407, 67.0, 4.313432835820896, 31.35820895522388, 0.5877298802633434, 0.8597626870141922, 0.35134154704040765, 0.09196053270810614, 0.09575626530590084, 0.33157548967863953, 0.8955223880597015, 0.8955223880597015, 0.8805970149253731, 0.8643410852713178, 0.1356589147286822, 0.07384615384615376, 0.5416666666666666, 38.31395348837209, 152.0, 29.0, Infinity, 0.0, 1.0, 0.6931471805599466, 0.13043478260869565, 0.16666666666666666, 0.9166666666666666, 0.9361702127659575, 0.08333333333333333, 0.08333333333333333, 0.3908679799852858, 0.0666049953746531, 1.8695652173913042, 0.14634146341463414, 20.0, 15.0, 3.0, 220.0, 
seismic-bumps-test-3.arff,2020.05.12_14.36.07,0.0295962,3.0672833, 2.6451021999999997, 0.41622139999999996, 60.0, 4.95, 32.96666666666667, 0.5693189964157706, 0.8284732065265094, 0.317652920453199, 0.08689885252274702, 0.09019703075379973, 0.27382251092583104, 0.8833333333333333, 0.8833333333333333, 0.8666666666666667, 0.8957528957528957, 0.10424710424710426, 0.2513649502194625, 0.6287280701754385, 34.95366795366795, 178.0, 27.0, Infinity, 0.0, 1.0, 0.6931471805599466, 0.3, 0.3157894736842105, 0.9416666666666667, 0.9456066945606695, 0.058333333333333334, 0.2574561403508772, 0.5453149741687198, 0.24560669456066947, 4.089473684210526, 0.3076923076923077, 14.0, 13.0, 6.0, 226.0, 
seismic-bumps-test-4.arff,2020.05.12_14.36.07,0.0324167,3.2202828, 2.7603609, 0.4523316999999999, 72.0, 4.694444444444445, 31.125, 0.538298939524219, 0.8439652848474903, 0.31530097948802494, 0.11301818670772826, 0.11907179784642831, 0.5175748945395788, 0.875, 0.875, 0.875, 0.8643410852713178, 0.1356589147286822, 0.18897072031614862, 0.6358471074380165, 39.14728682170543, 227.0, 35.0, Infinity, 0.0, 1.0, 0.6931471805599466, 0.1935483870967742, 0.375, 0.8966942148760331, 0.9559471365638766, 0.10330578512396695, 0.27169421487603307, 0.5798795828260488, 0.14949552366065086, 3.1209677419354835, 0.2553191489361702, 25.0, 10.0, 6.0, 217.0, 
seismic-bumps-test-5.arff,2020.05.12_14.36.07,0.0295897,3.3134339, 2.8539801000000002, 0.45265820000000007, 64.0, 4.46875, 34.53125, 0.545269507738607, 0.8454987456391698, 0.34954932913395315, 0.06833425315823266, 0.07038091423884117, 0.19284897987761243, 0.875, 0.875, 0.859375, 0.872093023255814, 0.12790697674418605, 0.16774193548387092, 0.6107954545454546, 33.98062015503876, 163.0, 30.0, Infinity, 0.0, 1.0, 0.6931471805599466, 0.18518518518518517, 0.3125, 0.9090909090909091, 0.9523809523809523, 0.09090909090909091, 0.2215909090909091, 0.5330017908890261, 0.13756613756613756, 2.986111111111111, 0.23255813953488372, 22.0, 11.0, 5.0, 220.0, 
seismic-bumps-test-6.arff,2020.05.12_14.36.07,0.0284224,2.9569405, 2.5690685, 0.38199559999999994, 52.0, 5.038461538461538, 34.78846153846154, 0.49823821339950375, 0.8026411106923858, 0.15668101531093356, 0.24380375937614263, 0.27659663497726633, 1.6743294521184664, 0.75, 0.75, 0.75, 0.8918918918918919, 0.10810810810810811, 0.1710105166895288, 0.6261808367071525, 27.374517374517374, 210.0, 28.0, Infinity, 0.0, 1.0, 0.6931471805599466, 0.16666666666666666, 0.3333333333333333, 0.9190283400809717, 0.9659574468085106, 0.08097165991902834, 0.252361673414305, 0.5534824116690525, 0.1326241134751773, 3.5972222222222223, 0.2222222222222222, 20.0, 8.0, 4.0, 227.0, 
seismic-bumps-test-7.arff,2020.05.12_14.36.07,0.0297966,2.7999883, 2.4058824999999997, 0.38777870000000003, 57.0, 5.175438596491228, 33.771929824561404, 0.5218581707924153, 0.8575713203060362, 0.3025060058494271, 0.12344216120379277, 0.13054529623564076, 0.4968924453597277, 0.8771929824561403, 0.8771929824561403, 0.8421052631578947, 0.8837209302325582, 0.11627906976744184, 0.2887336886601727, 0.6917256529167684, 29.093023255813954, 165.0, 21.0, Infinity, 0.0, 1.0, 0.6931471805599466, 0.27586206896551724, 0.47058823529411764, 0.9128630705394191, 0.9606986899563319, 0.08713692946058091, 0.38345130583353676, 0.6554255269901492, 0.2365607589218491, 4.186612576064909, 0.34782608695652173, 21.0, 9.0, 8.0, 220.0, 
seismic-bumps-test-8.arff,2020.05.12_14.36.07,0.0310293,3.1002515, 2.6525377000000003, 0.4408078, 66.0, 4.803030303030303, 32.77272727272727, 0.5475659824046921, 0.8384652506984203, 0.2940286005791391, 0.1087178684595534, 0.11419640907165177, 0.4455324977429673, 0.8787878787878788, 0.8787878787878788, 0.8787878787878788, 0.8687258687258688, 0.13127413127413123, 0.22057001239157417, 0.6246498599439776, 36.22007722007722, 243.0, 34.0, Infinity, 0.0, 1.0, 0.6931471805599466, 0.25925925925925924, 0.3333333333333333, 0.9159663865546218, 0.9396551724137931, 0.08403361344537816, 0.24929971988795518, 0.5525596156538591, 0.19891443167305237, 3.197530864197531, 0.2916666666666667, 20.0, 14.0, 7.0, 218.0, 
seismic-bumps-test-9.arff,2020.05.12_14.36.07,0.0336074,3.2520959, 2.8005951, 0.4443141000000001, 69.0, 4.927536231884058, 30.89855072463768, 0.5289294303836904, 0.8678148493357386, 0.30135765075705784, 0.16922715286820725, 0.1841571484384831, 1.0834645944914072, 0.7971014492753623, 0.7971014492753623, 0.7681159420289855, 0.8565891472868217, 0.14341085271317833, 0.21561216105176664, 0.7059654631083203, 34.507751937984494, 228.0, 36.0, Infinity, 0.0, 1.0, 0.6931471805599466, 0.18421052631578946, 0.5384615384615384, 0.8734693877551021, 0.9727272727272728, 0.12653061224489795, 0.4119309262166405, 0.6858058546918875, 0.1569377990430622, 3.6558704453441293, 0.27450980392156865, 31.0, 6.0, 7.0, 214.0, 
