
@relation toy

@attribute 'a1' numeric
@attribute 'a2' numeric
@attribute 'a3' {1,2,3,4}
@attribute 'class' {red, blue}

@data

1.6428215843225762, 3.998333994368448, 1, red
2.3186521263262367, 4.653362729968728, 1, red
1.3193759276064743, 5.168858326058682, 1, red
1.2395637672618909, 3.99638094595052, 1, red
1.3393285194268223, 4.03571017877075, 1, red
1.6374915035015511, 5.100010728427354, 1, red
1.4615013004760888, 3.6222432278007606, 1, red
1.149337398019663, 4.624924770017464, 1, red
2.2653370619779096, 4.996175541539185, 3, red
1.5718848732244695, 5.467893620882271, 1, red
1.322282207404615, 3.643600040733005, 1, red
1.0609048412921285, 5.09677338045509, 1, red
1.1412114612858053, 4.7912879896398834, 1, red
1.6016172387329632, 4.187839117830149, 3, red
1.3749476670588248, 4.777317171339453, 1, red
1.1714779250167604, 3.881325680686202, 1, red
1.3100531675751415, 4.247744213574708, 1, red
1.7344582334769898, 4.089480538991596, 1, red
1.6453855565089535, 5.1056594593241, 1, red
1.0342450422727958, 4.376237917344257, 1, red
1.1367927720111495, 4.797654112113077, 1, red
1.3046453674769865, 4.190085494759439, 1, red
1.0862972519600007, 4.097067547763995, 1, red
1.7601088627797041, 4.080220693442861, 3, red
1.3531826896871944, 4.513259357839823, 1, red
1.7838626974988687, 5.233823662707568, 1, red
0.988738208173597, 6.618583515511346, 1, red
1.4082336230694754, 4.323395494291095, 1, red
1.800127848198676, 4.786911652937583, 1, red
1.2655789601079441, 5.054683812387463, 1, red
0.684811160544831, 4.558334756619066, 1, red
1.5923021617472612, 5.683067182548764, 1, red
1.2472935322480998, 4.681356904433596, 1, red
1.4485796880027626, 4.95655588374352, 1, red
1.5140066763214977, 5.092223156988616, 1, red
1.862048826790602, 4.834433832873364, 1, red
1.6363790173886446, 4.214903336817253, 1, red
1.5908692937417257, 4.233609775903254, 1, red
1.4169040221711113, 4.579557178634918, 1, red
1.3699325379839176, 4.615677031831978, 1, red
2.056429995413361, 4.972361829868682, 1, red
1.4530594571956565, 4.156392758919063, 1, red
0.9911993975446921, 3.218925433653345, 1, red
1.5312344264004143, 4.961461723195706, 1, red
1.3865606046849044, 3.895180499274204, 1, red
1.1746429518062333, 4.179532991357243, 1, red
1.6187084358619623, 5.9944553239957585, 1, red
1.8616454359179664, 4.2884979663968625, 1, red
1.7545249655278303, 3.561454972874184, 1, red
1.2799787773317832, 4.306635725086609, 1, red
1.5345516376992858, 6.38772100271418, 1, red
1.4286671566652742, 4.6213347823918145, 1, red
1.9122798391103568, 5.244969902664078, 1, red
1.5992892283496583, 4.693036262293255, 1, red
1.7044885573917492, 4.62101307441336, 1, red
1.496161879378012, 5.777839436603111, 1, red
1.4925955537538298, 4.335638497071861, 1, red
1.4920274228706236, 3.7738446921913233, 1, red
1.4303420463035255, 4.961468555462366, 1, red
1.359668595262273, 4.767110380379033, 1, red
1.6125768271518104, 5.133959870708274, 1, red
1.4453448472528727, 4.394739676768911, 1, red
1.458801704023072, 5.161760864582018, 1, red
1.5934654714879597, 3.889882668087203, 1, red
1.235953806329685, 4.624325217193397, 1, red
1.1150415239147025, 3.4999034267162648, 1, red
1.3386736028384782, 4.44221902834672, 1, red
1.611553926496514, 3.500813736375899, 1, red
1.5589243772146362, 4.860565368963438, 1, red
1.555309607824707, 4.000857660014018, 1, red
1.6703461247043634, 5.089962876749859, 1, red
1.5762864766962463, 5.089373114682006, 3, red
1.6054336634790523, 3.8505122406974612, 1, red
1.2286646639109313, 5.611040908905759, 1, red
2.138415605533999, 3.9657982523787814, 1, red
1.249670110901139, 4.593906320037377, 1, red
1.0745343316616272, 4.291662902544303, 1, red
1.519619920306396, 4.066910713808078, 1, red
1.2652556763211873, 5.08311623299025, 1, red
2.347344171457933, 4.542609318091472, 3, red
1.1973203563548689, 3.4571076301219454, 1, red
1.3494784127848023, 4.7763270677055925, 1, red
1.8605151713999981, 3.0429762895733656, 1, red
1.350737982356903, 4.372228116967788, 1, red
1.7743282507214087, 3.8890833574501675, 1, red
1.8609881860265305, 5.57627281079728, 1, red
1.498120291147772, 3.5584841340433435, 1, red
1.7269429536345993, 5.574437440140774, 1, red
1.4238617129762128, 4.674609487072042, 1, red
1.6305535682907033, 4.051048564880167, 1, red
5.964722301418999, 2.98871585257974, 2, red
4.92103903354058, 2.465252500458342, 2, red
5.274106941398336, 2.8191384842028007, 2, red
5.257444997755297, 2.658796265283103, 2, red
4.305357664493305, 2.1789058967733306, 2, red
5.217929425472265, 2.826438351627377, 2, red
5.596377662857849, 3.634385791776985, 2, red
4.27183975407892, 1.944007571262002, 2, red
5.523255695742957, 3.1458547543593136, 2, red
5.017754586855212, 2.0392982937884048, 2, red
5.206916078272119, 3.3416902070003, 2, red
5.616611557357844, 3.2156434636065288, 2, red
5.361716731500343, 2.740782562028498, 2, red
4.368441590955445, 2.3118279203215533, 2, red
6.643371711799483, 3.4687256266637183, 2, red
6.227978741535429, 3.341537035666614, 2, red
5.181127600691338, 3.1157980678089863, 2, red
5.123179468384783, 2.2189957009774037, 2, red
5.006965123070415, 3.070872096289178, 2, red
6.497146770090395, 4.294844026331756, 3, red
6.288458407640275, 3.4386765056253448, 2, red
6.163063998164819, 3.978664187083125, 2, red
5.530780523781361, 2.492783824572035, 2, red
5.3884035357295685, 2.5088826644118782, 2, red
5.083065269767919, 2.3116520099782187, 2, red
6.323818903418058, 4.302158530642309, 3, red
5.859347555469214, 3.29953485858006, 2, red
5.13954466454152, 2.569430832713054, 2, red
4.881781008032541, 2.446289132023815, 2, red
5.887658608511601, 4.007319368587808, 2, red
5.214030835041821, 2.647121287244083, 2, red
5.389818711733158, 3.2826839402567582, 2, red
5.321706569744181, 2.7979319273351866, 2, red
4.927293634245039, 3.186622655118268, 2, red
5.396013634651932, 2.833672388403815, 2, red
6.028916674139291, 3.523007372604865, 2, red
4.688383162739029, 2.8474766038117596, 2, red
5.980050457340355, 2.5719758533557133, 2, red
5.872973334723711, 3.2514799517790864, 2, red
5.150291735662181, 2.2659135986379932, 2, red
6.032509889212044, 3.1923809699992924, 2, red
6.708351229969346, 4.058215788598178, 2, red
4.351762774435525, 1.9178204141692332, 2, red
5.439633302484673, 2.5338023235291867, 2, red
5.778275639556474, 3.4855155310429, 2, red
6.288290565344094, 4.0356866659175346, 3, red
5.641447609056668, 3.4378702900974507, 2, red
4.210231226719867, 1.8686514942921508, 2, red
4.108589859008788, 2.307362971860533, 2, red
3.6286594645367525, 0.9414156060682819, 2, red
4.461092241447725, 1.507585219735486, 2, red
4.0493121622821135, 2.1120637581866606, 2, red
6.1987895338136125, 3.3188004134999773, 2, red
5.026325485974666, 2.834989442797811, 2, red
5.728192454040094, 3.4604998188444434, 2, red
4.348861509755928, 2.193817164834006, 2, red
6.654254068436167, 4.442793659169938, 2, red
4.7591334832006496, 2.5198109848162384, 2, red
5.133656591243971, 3.2501949978012377, 2, red
6.817400722791903, 4.357150636568141, 2, red
4.825544480168994, 2.263734157453683, 2, red
5.404881694367987, 2.985830701392093, 2, red
5.6705606050917154, 3.4655916930389417, 2, red
4.920133906637183, 2.4589363145050447, 2, red
5.177380718597228, 2.7850299662706304, 2, red
5.3485807068289555, 3.2336686213903665, 2, red
6.1571692079725135, 3.5919227702032215, 2, red
6.7865717882703205, 3.407282162309077, 2, red
5.9305418478345935, 2.977047575404444, 2, red
5.559628337197183, 3.1681602735949927, 2, red
5.203815532002871, 2.1545902368381973, 2, red
5.252733102151191, 3.52358561511136, 2, red
5.913834296586547, 3.077515210379204, 2, red
6.2435493894591785, 3.1962793853910987, 2, red
4.637638115586562, 2.3199902527848453, 2, red
5.572720653391037, 4.023678154212288, 2, red
4.16597112596708, 1.4231809094891947, 2, red
5.787825543228179, 2.7951667275487657, 2, red
5.994615088657107, 4.012661646586526, 2, red
6.252988037862317, 2.882684736720585, 2, red
2.729047509141176, 1.6982998989265132, 3, blue
1.3237877546935424, 2.7756378486629227, 3, blue
1.415150695700892, 3.6168877250512734, 3, blue
1.749995728468688, 2.952367401072585, 3, blue
1.4062684077311765, 4.60955599694997, 1, blue
1.5758975089817366, 0.7629723708477603, 3, blue
2.430584748296261, 2.8150989015601677, 3, blue
2.648973337670389, 3.8051196755348, 3, blue
1.7211924345747553, 2.9781481175351314, 3, blue
2.61507095544249, 3.028088507674819, 3, blue
2.104312125820983, 2.569121794843338, 3, blue
2.5512657016254905, 2.8974038293198228, 3, blue
1.232591646077707, 3.870243682388796, 1, blue
